RA,FASE_NUM,TEMPO_PROGRAMA,DEFASAGEM_ANALISE,STATUS_DEFASAGEM_2024,IDA,IEG,IAA_MODELO,IPS,IPP,IPV,INDE_2024,PEDRA_2024,PROB_RISCO_2025,RANK_RISCO_2025,PERCENTIL_RISCO_2025,RANK_RISCO_FASE_2025,PERCENTIL_RISCO_FASE_2025,PRIORIDADE_2025,PERFIL_RADAR,RISCO_OCULTO,PONTO_CEGO,STATUS_MODELO
RA-939,1,1,-1,Com defasagem,5.0,8.8833992095,9.002,5.63,8.125,7.495,7.051379841899999,Ametista,0.7160351111310457,383,63.76,73,61.08,Moderada,Atenção atual,False,False,Elegível
RA-1313,0,0,0,Sem defasagem,6.25,8.125,9.502,7.51,7.5,8.446666667,8.0155333334,Topázio,0.7156405627946736,384,63.66,112,43.37,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1606,5,0,-2,Com defasagem,2.5,5.148148148,8.334,7.51,7.8125,7.132,5.8216796296,Quartzo,0.715124298390928,385,63.57,9,92.0,Muito alta,Crítico persistente,False,False,Elegível
RA-876,1,1,0,Sem defasagem,3.75,9.0476190475,8.502,7.51,8.333333333,8.09,7.612057142800001,Ametista,0.7145624693940003,386,63.47,74,60.54,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1137,3,1,1,Sem defasagem,3.5,7.588638262333333,8.334,8.13,8.28125,7.4575,7.183752652466668,Ametista,0.714540007929617,387,63.38,104,51.18,Moderada,Estável / menor prioridade,False,False,Elegível
RA-927,1,1,0,Sem defasagem,6.5,9.318181818,8.002,7.51,8.333333333,7.22,7.9921696969,Ametista,0.7144726129372355,388,63.28,75,60.0,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1369,0,0,0,Sem defasagem,8.0,8.6304347825,8.502,6.26,7.5,7.5,8.052286956500001,Topázio,0.7132313718368858,389,63.19,113,42.86,Moderada,Estável / menor prioridade,False,False,Elegível
RA-658,3,2,1,Sem defasagem,3.6666666666666665,10.0,8.751,8.135,7.375,6.738,7.507033333333333,Ametista,0.7132053734191196,390,63.09,105,50.71,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1471,2,0,-1,Com defasagem,7.5,7.195652174,10.002,7.51,7.65625,7.2425,7.404455434800001,Ametista,0.7130530361821921,391,63.0,71,62.16,Moderada,Atenção atual,False,False,Elegível
RA-1352,0,0,-1,Com defasagem,8.5,9.5,10.002,8.13,8.4375,7.665,8.289950000000001,Topázio,0.7107579697925537,392,62.9,114,42.35,Moderada,Atenção atual,False,False,Elegível
RA-368,3,3,-1,Com defasagem,7.0,6.166666666666667,7.917,7.51,7.65625,6.7025,6.782158333333333,Ágata,0.7107189172688941,393,62.81,106,50.24,Moderada,Atenção atual,False,False,Elegível
RA-994,0,1,-1,Com defasagem,8.25,9.5326086955,9.002,6.88,6.875,7.33,7.7982217391,Ametista,0.7100401544967605,394,62.71,115,41.84,Moderada,Atenção atual,False,False,Elegível
RA-1294,0,0,-2,Com defasagem,7.75,10.0,9.502,7.51,6.875,7.553333333,7.9493666666,Ametista,0.7099049382774765,395,62.62,116,41.33,Moderada,Atenção atual,False,False,Elegível
RA-805,1,3,-1,Com defasagem,6.0,9.523809524,8.502,4.38,7.03125,6.7075,6.9375869048,Ágata,0.7098426299010185,396,62.52,76,59.46,Moderada,Atenção atual,False,False,Elegível
RA-707,2,3,-1,Com defasagem,6.5,7.7236842105,7.917,4.375,6.40625,6.415,6.4975618421000005,Ágata,0.709503369611931,397,62.43,72,61.62,Moderada,Atenção atual,False,False,Elegível
RA-950,0,1,-1,Com defasagem,7.0,9.023809524,9.502,7.51,6.875,8.0,7.693461904800001,Ametista,0.7083312294431839,398,62.33,117,40.82,Moderada,Atenção atual,False,False,Elegível
RA-907,0,1,-1,Com defasagem,8.75,8.9444444445,9.002,7.51,7.5,7.5,7.9400888889,Ametista,0.7078884276960206,399,62.24,118,40.31,Moderada,Atenção atual,False,False,Elegível
RA-796,2,2,-1,Com defasagem,5.25,8.2212885155,8.502,7.51,7.916666667,7.326666667,7.052457703200001,Ametista,0.7075854406148527,400,62.14,73,61.08,Moderada,Atenção atual,False,False,Elegível
RA-664,2,2,0,Sem defasagem,5.75,6.7734553775,9.002,7.51,8.125,7.666666667,7.5017244089,Ametista,0.7074604651504407,401,62.05,74,60.54,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1276,0,0,0,Sem defasagem,8.0,9.3333333335,10.002,3.76,7.5,7.05,8.002866666700001,Topázio,0.7069368677606064,402,61.95,119,39.8,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1017,2,1,0,Sem defasagem,5.0,7.8095238095,9.502,6.26,7.1875,7.443333333,7.345521428500001,Ametista,0.7067582446101413,403,61.86,75,60.0,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1443,1,0,-2,Com defasagem,6.75,7.5,6.918,6.26,7.708333333,7.415,6.921633333300001,Ágata,0.7066835889345635,404,61.76,77,58.92,Moderada,Atenção atual,False,False,Elegível
RA-938,0,1,-1,Com defasagem,7.75,9.5445134575,9.502,7.51,8.125,7.665,8.0056026915,Topázio,0.7064321002595684,405,61.67,120,39.29,Moderada,Atenção atual,False,False,Elegível
RA-597,2,2,0,Sem defasagem,6.0,9.3271221535,9.002,7.51,7.5,6.883333333,7.843291097300001,Ametista,0.7055991378017692,406,61.57,76,59.46,Moderada,Estável / menor prioridade,False,False,Elegível
RA-398,3,2,0,Sem defasagem,8.0,5.733333333333333,7.083,7.51,7.291666667,6.553333333,7.2457999999666685,Ametista,0.7045777413713241,407,61.48,107,49.76,Moderada,Estável / menor prioridade,False,False,Elegível
RA-267,5,3,-2,Com defasagem,2.0,8.285533910333333,10.002,6.26,4.583333333,6.273333333,5.896306781966668,Quartzo,0.7044236585990868,408,61.39,10,91.0,Muito alta,Crítico persistente,False,False,Elegível
RA-1569,4,0,-2,Com defasagem,2.1666666666666665,7.111111111333334,6.666,6.26,6.875,6.9175,5.7191555556,Quartzo,0.7043684654648922,409,61.29,12,90.43,Muito alta,Crítico persistente,False,False,Elegível
RA-508,3,2,1,Sem defasagem,4.666666666666667,5.567251461999999,7.083,7.51,7.65625,7.5,6.771708625733333,Ágata,0.7034578286003232,410,61.2,108,49.29,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1314,0,0,0,Sem defasagem,9.0,8.541666667,7.418,7.51,7.5,7.443333333,8.239799999999999,Topázio,0.7032474874140062,411,61.1,121,38.78,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1383,0,0,0,Sem defasagem,8.5,9.2606516295,8.502,7.51,7.1875,7.5,8.3720803259,Topázio,0.7029717660702569,412,61.01,122,38.27,Moderada,Estável / menor prioridade,False,False,Elegível
RA-946,0,1,-1,Com defasagem,4.5,8.7976190475,9.502,2.51,7.5,7.835,6.677723809500001,Ágata,0.7021601522129594,413,60.91,123,37.76,Moderada,Atenção atual,False,False,Elegível
RA-1447,1,0,-1,Com defasagem,5.25,9.7368421055,9.502,7.51,7.916666667,7.75,7.5402350878,Ametista,0.7018937438233498,414,60.82,78,58.38,Moderada,Atenção atual,False,False,Elegível
RA-1591,4,0,-2,Com defasagem,3.5,6.430976431,7.083,7.51,8.125,7.064,6.1707952862,Ágata,0.7012527503470218,415,60.72,13,89.57,Alta,Crítico persistente,False,False,Elegível
RA-466,3,2,-1,Com defasagem,4.0,7.223245614,8.751,8.76,7.5,7.665,6.778749122800001,Ágata,0.6995025233138853,416,60.63,109,48.82,Moderada,Atenção atual,False,False,Elegível
RA-1375,0,0,-1,Com defasagem,8.25,10.0,9.502,7.51,7.5,7.5,8.101200000000002,Topázio,0.6992495897003564,417,60.53,124,37.24,Moderada,Atenção atual,False,False,Elegível
RA-1485,2,0,-1,Com defasagem,5.0,7.7432712215,9.002,5.625,7.5,7.386666667,6.7386875777,Ágata,0.69906835776692,418,60.44,77,58.92,Moderada,Atenção atual,False,False,Elegível
RA-401,3,3,0,Sem defasagem,4.833333333333333,6.839473684333334,6.666,6.885,6.5625,6.915,6.728911403533334,Ágata,0.6987414299743886,419,60.34,110,48.34,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1491,2,0,0,Sem defasagem,6.5,6.25,9.002,7.51,7.5,7.78,7.5072,Ametista,0.6975999159566612,420,60.25,78,58.38,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1140,2,1,0,Sem defasagem,7.0,6.112440191499999,6.834,7.51,8.125,7.39,7.3473880383,Ametista,0.6972462289739999,421,60.15,79,57.84,Moderada,Estável / menor prioridade,False,False,Elegível
RA-930,0,1,-1,Com defasagem,8.0,9.7368421055,8.502,7.51,7.8125,7.5,7.9298184211,Ametista,0.6965906899144702,422,60.06,125,36.73,Moderada,Atenção atual,False,False,Elegível
RA-1351,0,0,-1,Com defasagem,8.75,9.230769231,9.002,8.13,8.4375,7.665,8.1861038462,Topázio,0.6965775207470333,423,59.96,126,36.22,Moderada,Atenção atual,False,False,Elegível
RA-1409,1,0,-1,Com defasagem,7.25,9.0909090905,10.002,7.51,8.4375,7.5,7.863131818100001,Ametista,0.6963674206786407,424,59.87,79,57.84,Moderada,Atenção atual,False,False,Elegível
RA-986,1,1,0,Sem defasagem,8.5,9.2965367965,10.002,6.26,7.083333333,6.8325,8.2603406926,Topázio,0.6955002739147531,425,59.77,80,57.3,Moderada,Estável / menor prioridade,False,False,Elegível
RA-652,2,2,0,Sem defasagem,5.5,6.931818182000001,8.002,7.51,7.916666667,7.663333333,7.361896969700001,Ametista,0.6951658075805076,426,59.68,80,57.3,Moderada,Estável / menor prioridade,False,False,Elegível
RA-607,2,2,0,Sem defasagem,7.0,7.4782608695,8.502,7.51,7.1875,7.165,7.6486021739,Ametista,0.6951125881042433,427,59.58,81,56.76,Moderada,Estável / menor prioridade,False,False,Elegível
RA-926,1,1,-1,Com defasagem,7.0,9.7727272725,9.002,7.51,8.333333333,7.22,7.7830787878,Ametista,0.6949992298363261,428,59.49,81,56.76,Moderada,Atenção atual,False,False,Elegível
RA-706,2,3,0,Sem defasagem,3.25,7.1428571430000005,0.0,6.26,7.65625,7.0,5.8701964286,Quartzo,0.693529658057412,429,59.39,82,56.22,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1552,3,0,0,Sem defasagem,3.1666666666666665,9.743589743666666,9.585,7.51,7.1875,7.165,7.443301282066667,Ametista,0.6931644297409154,430,59.3,111,47.87,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1393,0,0,0,Sem defasagem,5.0,7.5,9.502,3.755,7.5,8.42,7.2597,Ametista,0.6931165538698584,431,59.2,127,35.71,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1506,2,0,0,Sem defasagem,3.5,8.3874458875,8.002,7.51,6.458333333,7.886666667,7.151855844200001,Ametista,0.6930860329095352,432,59.11,83,55.68,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1457,2,0,-1,Com defasagem,2.75,8.0357142855,3.498,7.51,7.291666667,7.663333333,6.0197761904,Ágata,0.6928127947123243,433,59.01,84,55.14,Moderada,Atenção atual,False,False,Elegível
RA-236,4,2,0,Sem defasagem,4.5,7.890668700666666,9.168,6.26,6.875,6.362,6.980833740133334,Ágata,0.6924653324874447,434,58.92,14,88.7,Alta,Risco oculto,True,False,Elegível
RA-662,3,2,0,Sem defasagem,4.166666666666667,7.610722610666666,7.917,7.51,7.625,7.234,7.107477855466668,Ametista,0.6916785118550296,435,58.82,112,47.39,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1089,3,1,0,Sem defasagem,6.833333333333333,7.039682539666667,9.168,8.13,7.1875,6.995,7.6221531746,Ametista,0.6914192510645537,436,58.73,113,46.92,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1394,1,0,-1,Com defasagem,5.75,8.6944444445,9.502,7.51,8.125,8.003333333,7.503255555500002,Ametista,0.6899223801583794,437,58.63,82,56.22,Moderada,Atenção atual,False,False,Elegível
RA-591,2,3,-1,Com defasagem,7.5,7.913043478500001,7.418,6.255,5.78125,6.54,6.8360336957,Ágata,0.6894464055445592,438,58.54,85,54.59,Moderada,Atenção atual,False,False,Elegível
RA-1436,1,0,-1,Com defasagem,8.0,8.674948240500001,7.418,7.51,8.28125,7.17,7.589914648100001,Ametista,0.689118526354324,439,58.44,83,55.68,Moderada,Atenção atual,False,False,Elegível
RA-573,3,3,0,Sem defasagem,5.0,9.5,9.168,8.755,7.8125,6.8275,7.839050000000001,Ametista,0.6889021923754182,440,58.35,114,46.45,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1509,2,0,0,Sem defasagem,7.5,6.5151515155,8.502,7.51,6.666666667,7.446666667,7.560230303200001,Ametista,0.6883493113495129,441,58.25,86,54.05,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1520,3,0,-1,Com defasagem,3.75,9.060606060666666,8.334,8.75,7.65625,7.3325,7.0026462121333335,Ametista,0.687713128349802,442,58.16,115,45.97,Moderada,Atenção atual,False,False,Elegível
RA-802,2,3,0,Sem defasagem,8.75,7.012987013,7.502,7.51,8.333333333,6.723333333,7.831797402499999,Ametista,0.6876671211894981,443,58.06,87,53.51,Moderada,Estável / menor prioridade,False,False,Elegível
RA-920,0,1,-1,Com defasagem,8.25,7.6710526315,9.502,7.51,7.1875,8.226666667,7.7494938597,Ametista,0.6849337702960883,444,57.97,128,35.2,Moderada,Atenção atual,False,False,Elegível
RA-903,1,1,0,Sem defasagem,5.0,9.7727272725,10.002,7.505,7.8125,7.946666667,8.0758287879,Topázio,0.6845870051470009,445,57.87,84,55.14,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1415,1,0,-1,Com defasagem,6.75,9.7727272725,8.002,6.26,7.291666667,7.056666667,7.3712454546,Ametista,0.6843793294754181,446,57.78,85,54.59,Moderada,Atenção atual,False,False,Elegível
RA-1332,0,0,-2,Com defasagem,8.25,9.411764706,8.502,7.51,9.375,7.665,8.1040529412,Topázio,0.6838005752256228,447,57.69,129,34.69,Moderada,Atenção atual,False,False,Elegível
RA-1117,3,1,1,Sem defasagem,5.666666666666667,8.314814814666667,8.751,7.51,8.125,6.833333333,7.601562962866668,Ametista,0.6835787214181254,448,57.59,116,45.5,Moderada,Estável / menor prioridade,False,False,Elegível
RA-491,2,2,-1,Com defasagem,5.25,9.011904762,7.502,7.51,7.083333333,7.166666667,6.995247619100001,Ágata,0.6828574806171562,449,57.5,88,52.97,Moderada,Atenção atual,False,False,Elegível
RA-910,1,1,0,Sem defasagem,7.5,8.674242424500001,8.502,7.51,7.916666667,7.443333333,8.1163818182,Topázio,0.6811625547487383,450,57.4,86,54.05,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1490,2,0,-1,Com defasagem,7.75,9.5652173915,8.502,6.26,6.666666667,6.333333333,7.3725768116,Ametista,0.6797804500067304,451,57.31,89,52.43,Moderada,Atenção atual,False,False,Elegível
RA-1529,3,0,-1,Com defasagem,5.5,7.435897436,6.666,7.51,8.125,6.964,6.710079487200001,Ágata,0.6789601629461941,452,57.21,117,45.02,Moderada,Atenção atual,False,False,Elegível
RA-1544,3,0,-1,Com defasagem,5.833333333333333,8.674509804,8.334,6.885,6.625,6.598,6.905568627466667,Ágata,0.6788856419512833,453,57.12,118,44.55,Moderada,Atenção atual,False,False,Elegível
RA-1595,4,0,0,Sem defasagem,2.333333333333333,7.949735449666666,8.334,6.26,7.395833333,7.021666667,6.6599304233000005,Ágata,0.6780142953496747,454,57.02,15,87.83,Alta,Risco oculto,True,False,Elegível
RA-729,0,2,-1,Com defasagem,6.0,8.4166666665,8.002,2.51,7.5,7.5,6.684533333300001,Ágata,0.6780085221071182,455,56.93,130,34.18,Moderada,Atenção atual,False,False,Elegível
RA-1617,5,0,-1,Com defasagem,3.25,5.571428571333333,0.0,7.51,6.875,6.1175,4.926285714266666,Quartzo,0.6772542168145205,456,56.83,11,90.0,Muito alta,Crítico persistente,False,False,Elegível
RA-360,3,3,-1,Com defasagem,5.833333333333333,5.618045113,8.334,5.0,7.708333333,6.993333333,6.293175689166667,Ágata,0.6772326263396674,457,56.74,119,44.08,Moderada,Atenção atual,False,False,Elegível
RA-1063,2,1,-1,Com defasagem,7.75,9.75,5.25,7.51,7.8125,6.11,7.279250000000001,Ametista,0.677203842137638,458,56.64,90,51.89,Moderada,Atenção atual,False,False,Elegível
RA-306,5,3,-1,Com defasagem,2.833333333333333,7.699561403666666,7.917,7.51,7.34375,6.4125,6.1661539474,Ágata,0.6769420898847125,459,56.55,12,89.0,Alta,Crítico persistente,False,False,Elegível
RA-714,2,3,-1,Com defasagem,4.0,6.873706004,0.0,6.255,7.65625,6.9975,5.4653662008,Quartzo,0.6767687360873156,460,56.45,91,51.35,Moderada,Atenção atual,False,False,Elegível
RA-931,0,1,-1,Com defasagem,8.5,8.5833333335,7.918,2.51,7.5,6.83,7.075466666700001,Ametista,0.6765385248803039,461,56.36,131,33.67,Moderada,Atenção atual,False,False,Elegível
RA-1380,0,0,0,Sem defasagem,8.0,8.784461152999999,9.502,4.385,7.1875,7.5,7.964342230600001,Ametista,0.6751837124215563,462,56.26,132,33.16,Moderada,Estável / menor prioridade,False,False,Elegível
RA-923,1,1,0,Sem defasagem,5.5,7.9545454545,8.002,7.51,8.125,8.17,7.688609090900001,Ametista,0.6749307985298044,463,56.17,87,53.51,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1322,0,0,0,Sem defasagem,7.5,9.0,9.502,7.51,8.4375,8.165,8.47795,Topázio,0.6747827323966197,464,56.07,133,32.65,Moderada,Estável / menor prioridade,False,False,Elegível
RA-858,0,2,-1,Com defasagem,8.25,6.833333333500001,9.002,2.51,7.5,7.5,6.917866666700001,Ágata,0.6736248620509165,465,55.98,134,32.14,Moderada,Atenção atual,False,False,Elegível
RA-1349,0,0,-1,Com defasagem,8.5,8.388888889,8.002,7.51,8.4375,7.915,7.855727777800001,Ametista,0.6723027093669822,466,55.88,135,31.63,Moderada,Atenção atual,False,False,Elegível
RA-749,0,2,-2,Com defasagem,8.75,9.7368421055,9.502,8.13,8.4375,7.665,8.3373184211,Topázio,0.6722959884418573,467,55.79,136,31.12,Moderada,Atenção atual,False,False,Elegível
RA-1069,2,1,0,Sem defasagem,6.25,7.0760869565,9.002,7.51,8.125,7.75,7.678917391300001,Ametista,0.672211958080214,468,55.69,92,50.81,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1445,1,0,-1,Com defasagem,7.25,9.5,9.502,7.51,7.916666667,7.5,7.842866666700001,Ametista,0.6721992614060558,469,55.6,88,52.97,Moderada,Atenção atual,False,False,Elegível
RA-1562,4,0,-2,Com defasagem,0.5,8.666666666666666,6.25,5.01,6.25,6.8725,5.458833333333334,Quartzo,0.6716206986849219,470,55.5,16,86.96,Alta,Crítico persistente,False,False,Elegível
RA-1503,2,0,-1,Com defasagem,2.75,10.0,7.502,7.51,8.958333333,7.723333333,6.991699999900001,Ágata,0.6715206928002445,471,55.41,93,50.27,Moderada,Atenção atual,False,False,Elegível
RA-1543,3,0,-1,Com defasagem,5.0,8.076923077,7.5,7.51,7.25,7.066,6.754584615400001,Ágata,0.6713629381647034,472,55.31,120,43.6,Moderada,Atenção atual,False,False,Elegível
RA-1440,1,0,-1,Com defasagem,4.5,9.5445134575,9.002,7.51,8.75,8.17,7.469102691500001,Ametista,0.6713098952685914,473,55.22,89,52.43,Moderada,Atenção atual,False,False,Elegível
RA-483,2,3,-1,Com defasagem,5.25,5.6428571430000005,8.502,6.26,8.125,8.056666667,6.578604762,Ágata,0.6702543594190564,474,55.12,94,49.73,Moderada,Atenção atual,False,False,Elegível
RA-583,3,3,0,Sem defasagem,5.0,8.904455179666668,7.917,8.135,6.875,6.87,7.447591035933334,Ametista,0.6700986575568606,475,55.03,121,43.13,Moderada,Estável / menor prioridade,False,False,Elegível
RA-743,1,2,-1,Com defasagem,7.0,9.2727272725,9.002,7.51,7.5,7.5,7.655745454500001,Ametista,0.6698617287454355,476,54.93,90,51.89,Moderada,Atenção atual,False,False,Elegível
RA-1610,5,0,-2,Com defasagem,5.166666666666667,7.753697970666667,9.168,7.51,7.291666667,6.106666667,6.702372927566668,Ágata,0.6696528350753749,477,54.84,13,88.0,Alta,Crítico persistente,False,False,Elegível
RA-1381,0,0,0,Sem defasagem,9.5,10.0,9.502,8.13,8.75,7.5,9.038200000000002,Topázio,0.6693799351653347,478,54.74,137,30.61,Moderada,Estável / menor prioridade,False,False,Elegível
RA-690,1,2,-1,Com defasagem,6.25,8.409090909,7.918,7.51,8.4375,7.835,7.3853681818,Ametista,0.6678574297174998,479,54.65,91,51.35,Moderada,Atenção atual,False,False,Elegível
RA-581,2,3,-1,Com defasagem,8.75,8.198757764,7.418,5.625,6.5625,6.165,7.0833015528,Ametista,0.6672235451537472,480,54.55,95,49.19,Moderada,Atenção atual,False,False,Elegível
RA-1611,5,0,-2,Com defasagem,4.5,8.361426442,7.083,7.51,7.5,5.886666667,6.4589186218000005,Ágata,0.6669095309184485,481,54.46,14,87.0,Alta,Crítico persistente,False,False,Elegível
RA-868,0,1,-1,Com defasagem,7.0,9.75,8.002,3.76,6.875,7.213333333,7.156366666600001,Ametista,0.6666368930356283,482,54.36,138,30.1,Moderada,Atenção atual,False,False,Elegível
RA-959,0,1,-1,Com defasagem,9.5,9.7368421055,10.002,7.51,7.8125,7.5,8.379818421100001,Topázio,0.6653641386473199,483,54.27,139,29.59,Moderada,Atenção atual,False,False,Elegível
RA-1291,0,0,-1,Com defasagem,8.25,9.5,9.502,7.51,7.5,7.89,8.079200000000002,Topázio,0.6651288906753118,484,54.17,140,29.08,Moderada,Atenção atual,False,False,Elegível
RA-480,2,3,0,Sem defasagem,5.0,8.0714285715,6.25,7.51,7.8125,7.443333333,7.260202380900001,Ametista,0.66433661964832,485,54.08,96,48.65,Moderada,Estável / menor prioridade,False,False,Elegível
RA-904,0,1,-1,Com defasagem,6.0,8.75,9.502,7.51,7.5,8.67,7.6352,Ametista,0.6638230646155987,486,53.98,141,28.57,Moderada,Atenção atual,False,False,Elegível
RA-1410,1,0,-1,Com defasagem,6.25,8.1136363635,9.002,7.51,8.75,8.165,7.5319272727,Ametista,0.6637726318113721,487,53.89,92,50.81,Moderada,Atenção atual,False,False,Elegível
RA-499,2,3,0,Sem defasagem,4.75,9.0476190475,8.502,7.51,7.1875,7.5,7.5794738095,Ametista,0.663489098444835,488,53.8,97,48.11,Moderada,Estável / menor prioridade,False,False,Elegível
RA-303,4,3,-2,Com defasagem,5.666666666666667,3.9520467836666655,8.751,7.51,6.875,7.535,6.2443426900666665,Ágata,0.6624411574822904,489,53.7,17,86.09,Alta,Crítico persistente,False,False,Elegível
RA-789,1,2,0,Sem defasagem,5.25,9.047619048,9.002,7.51,9.166666667,8.085,8.0443904763,Topázio,0.6623491155574204,490,53.61,93,50.27,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1350,0,0,-2,Com defasagem,8.5,10.0,8.502,8.755,8.4375,7.83,8.335450000000002,Topázio,0.6606262213752502,491,53.51,142,28.06,Moderada,Atenção atual,False,False,Elegível
RA-1535,3,0,0,Sem defasagem,5.833333333333333,5.103121516333333,8.751,7.51,7.125,7.9175,7.109390969933334,Ametista,0.6604144783392565,492,53.42,122,42.65,Moderada,Estável / menor prioridade,False,False,Elegível
