RA,FASE_NUM,TEMPO_PROGRAMA,DEFASAGEM_ANALISE,STATUS_DEFASAGEM_2024,IDA,IEG,IAA_MODELO,IPS,IPP,IPV,INDE_2024,PEDRA_2024,PROB_RISCO_2025,RANK_RISCO_2025,PERCENTIL_RISCO_2025,RANK_RISCO_FASE_2025,PERCENTIL_RISCO_FASE_2025,PRIORIDADE_2025,PERFIL_RADAR,RISCO_OCULTO,PONTO_CEGO,STATUS_MODELO
RA-1413,1,0,-2,Com defasagem,7.25,8.593073593,9.002,7.51,8.4375,7.92,7.747564718600001,Ametista,0.6407233348501732,525,50.28,98,47.57,Moderada,Atenção atual,False,False,Elegível
RA-1462,2,0,-1,Com defasagem,6.5,10.0,8.502,7.51,8.125,7.053333333,7.6243666666,Ametista,0.6405685298417937,526,50.19,106,43.24,Moderada,Atenção atual,False,False,Elegível
RA-1134,3,1,0,Sem defasagem,6.0,8.914285714,8.751,7.51,7.708333333,6.883333333,7.7564571427,Ametista,0.6392694141783862,527,50.09,131,38.39,Moderada,Estável / menor prioridade,False,False,Elegível
RA-799,2,2,0,Sem defasagem,5.25,9.090909091,7.918,7.51,7.916666667,7.5,7.702648484900001,Ametista,0.6389808231830785,528,50.0,107,42.7,Moderada,Estável / menor prioridade,False,False,Elegível
RA-1336,0,0,-1,Com defasagem,9.5,6.2008281575,9.502,2.51,7.5,7.75,7.141365631500001,Ametista,0.6369697128142425,529,49.91,152,22.96,Reduzida,Atenção atual,False,False,Elegível
RA-935,0,1,-1,Com defasagem,8.5,10.0,9.502,7.51,8.75,7.83,8.3422,Topázio,0.6369078944461275,530,49.81,153,22.45,Reduzida,Atenção atual,False,False,Elegível
RA-746,2,2,0,Sem defasagem,8.0,7.4305555555,8.502,7.51,7.5,7.33,7.903311111100001,Ametista,0.6358020616492814,531,49.72,108,42.16,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-853,1,2,0,Sem defasagem,6.25,9.5833333335,8.502,6.26,8.333333333,7.553333333,7.986866666600001,Ametista,0.6357260079918859,532,49.62,99,47.03,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1279,0,0,-1,Com defasagem,8.25,10.0,10.002,6.26,7.5,7.78,8.0822,Topázio,0.63456871880983,533,49.53,154,21.94,Reduzida,Atenção atual,False,False,Elegível
RA-1035,1,1,-1,Com defasagem,7.0,9.0227272725,9.502,7.51,8.4375,7.92,7.833495454500001,Ametista,0.6344336453767622,534,49.43,100,46.49,Reduzida,Atenção atual,False,False,Elegível
RA-535,3,3,0,Sem defasagem,6.0,7.161904762,9.168,8.135,7.96875,7.5,7.659555952400001,Ametista,0.6335835636347693,535,49.34,132,37.91,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1385,0,0,-1,Com defasagem,8.0,10.0,10.002,4.385,6.875,7.5,7.7262,Ametista,0.63348690309291,536,49.24,155,21.43,Reduzida,Atenção atual,False,False,Elegível
RA-445,3,2,0,Sem defasagem,4.0,8.715873016,7.917,7.51,7.8125,7.3725,7.3416246032,Ametista,0.6333015943059855,537,49.15,133,37.44,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-273,4,3,-1,Com defasagem,4.5,7.323153899,9.168,6.26,8.125,6.896,6.5991307798,Ágata,0.6331987658689305,538,49.05,21,82.61,Alta,Crítico persistente,False,False,Elegível
RA-613,3,3,-1,Com defasagem,7.333333333333333,9.566666666666666,8.334,7.51,6.875,6.25,7.4019,Ametista,0.6321311077941207,539,48.96,134,36.97,Reduzida,Atenção atual,False,False,Elegível
RA-600,2,3,0,Sem defasagem,7.5,8.010869565,8.002,7.51,7.5,7.22,7.847373913,Ametista,0.6319757186996086,540,48.86,109,41.62,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1297,0,0,-1,Com defasagem,9.25,9.761904762,9.502,2.51,7.5,6.833333333,7.620247619000001,Ametista,0.6317399581220409,541,48.77,156,20.92,Reduzida,Atenção atual,False,False,Elegível
RA-1534,3,0,0,Sem defasagem,1.1666666666666667,9.666666666666666,7.917,8.135,8.0,8.0825,7.188366666666667,Ametista,0.6307988772573045,542,48.67,135,36.49,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1072,3,1,0,Sem defasagem,8.166666666666666,5.627886710333333,8.751,8.755,7.96875,7.545,7.8153856754,Ametista,0.6296165666031717,543,48.58,136,36.02,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1207,5,1,-1,Com defasagem,5.333333333333333,6.581140350999999,8.334,7.51,7.34375,6.5375,6.509169736866667,Ágata,0.6286745781190692,544,48.48,15,86.0,Alta,Crítico persistente,False,False,Elegível
RA-1330,0,0,0,Sem defasagem,9.5,9.3333333335,10.002,7.51,8.4375,7.915,8.944616666700002,Topázio,0.6283038673145797,545,48.39,157,20.41,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1002,0,1,-1,Com defasagem,9.25,7.833333333500001,9.002,7.51,7.5,8.25,7.967866666700001,Ametista,0.6281676600109011,546,48.29,158,19.9,Reduzida,Atenção atual,False,False,Elegível
RA-1324,0,0,-1,Com defasagem,8.5,10.0,10.002,7.51,7.8125,8.0,8.332450000000001,Topázio,0.6270345343426879,547,48.2,159,19.39,Reduzida,Atenção atual,False,False,Elegível
RA-1103,2,1,0,Sem defasagem,7.25,7.763975155000001,8.502,7.51,7.5,7.54,7.861995031000001,Ametista,0.6268991412715557,548,48.1,110,41.08,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1559,4,0,-1,Com defasagem,4.666666666666667,5.2929755216666665,7.917,6.885,8.375,7.604,6.330428437666668,Ágata,0.6235371922364414,549,48.01,22,81.74,Alta,Crítico persistente,False,False,Elegível
RA-782,1,2,0,Sem defasagem,7.75,7.857142856999999,9.502,7.51,7.5,8.085,8.1896285714,Topázio,0.6229806554093137,550,47.91,101,45.95,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1025,1,1,-1,Com defasagem,9.0,7.727272727,9.002,7.51,8.4375,7.783333333,7.897071212,Ametista,0.6216860357565221,551,47.82,102,45.41,Reduzida,Atenção atual,False,False,Elegível
RA-1038,2,1,0,Sem defasagem,8.5,7.5438596495,8.002,7.51,7.5,7.273333333,7.9646385965,Ametista,0.6174825436789187,552,47.72,111,40.54,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-227,3,2,0,Sem defasagem,6.5,8.097577276666668,9.585,9.38,7.5,7.54,8.074015455333335,Topázio,0.6167823910044942,553,47.63,137,35.55,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-987,1,1,0,Sem defasagem,7.5,9.0692640695,9.002,7.51,7.708333333,7.835,8.3028861472,Topázio,0.6164545311082816,554,47.53,103,44.86,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1090,3,1,0,Sem defasagem,6.333333333333333,7.621832358666666,9.585,7.51,7.8125,7.4175,7.7652831384,Ametista,0.6160245080055249,555,47.44,138,35.07,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-891,0,1,-1,Com defasagem,8.75,9.0454545455,10.002,6.26,7.5,8.003333333,8.035957575700001,Topázio,0.6153121625438,556,47.34,160,18.88,Reduzida,Atenção atual,False,False,Elegível
RA-1512,2,0,0,Sem defasagem,5.5,10.0,9.502,7.51,7.8125,7.61,8.10445,Topázio,0.6148561016496877,557,47.25,112,40.0,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1585,4,0,-1,Com defasagem,4.0,6.775210084333334,10.002,7.51,7.65625,7.7925,6.730367016866668,Ágata,0.6125918467380975,558,47.15,23,80.87,Alta,Crítico persistente,False,False,Elegível
RA-1538,3,3,1,Sem defasagem,7.166666666666667,7.935185184999999,9.168,8.13,7.916666667,7.106666667,7.9631703704333345,Ametista,0.6125286872974331,559,47.06,139,34.6,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1040,2,1,-1,Com defasagem,8.25,8.5416666665,9.502,7.51,7.5,7.273333333,7.764199999900001,Ametista,0.6109299727695222,560,46.96,113,39.46,Reduzida,Atenção atual,False,False,Elegível
RA-1368,0,0,0,Sem defasagem,9.5,10.0,7.002,7.51,7.5,7.5,8.6012,Topázio,0.6092994565653299,561,46.87,161,18.37,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-814,2,2,0,Sem defasagem,7.5,9.090909091,7.418,7.51,7.5,7.053333333,7.971648484800001,Ametista,0.6070904027123905,562,46.77,114,38.92,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-527,2,2,0,Sem defasagem,6.0,10.0,9.002,7.51,8.125,7.383333333,8.1403666666,Topázio,0.6064602884140246,563,46.68,115,38.38,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1468,2,0,0,Sem defasagem,7.0,8.972431078,8.502,7.51,8.4375,7.443333333,8.1281028822,Topázio,0.6062060988330605,564,46.58,116,37.84,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-637,2,3,0,Sem defasagem,7.75,6.2272727275,7.502,7.51,8.333333333,7.776666667,7.6853212122,Ametista,0.6061726602377863,565,46.49,117,37.3,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1066,2,1,0,Sem defasagem,7.25,8.3954451345,9.502,6.26,7.5,7.386666667,7.9326223603,Ametista,0.6047948292253025,566,46.39,118,36.76,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1288,0,0,0,Sem defasagem,10.0,7.9813664595,9.002,2.51,7.1875,7.273333333,7.9208899585,Ametista,0.6032142682079029,567,46.3,162,17.86,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-778,2,3,0,Sem defasagem,7.0,8.1235697945,10.002,7.51,7.5,7.7475,8.0754139589,Topázio,0.6030056608093659,568,46.2,119,36.22,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-696,2,3,0,Sem defasagem,5.25,7.845238095,7.418,7.51,7.708333333,8.0,7.482680952299999,Ametista,0.6019004148745145,569,46.11,120,35.68,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1283,0,0,-2,Com defasagem,9.0,9.230769231,10.002,7.51,7.5,8.28,8.3033538462,Topázio,0.5977482376163432,570,46.02,163,17.35,Reduzida,Atenção atual,False,False,Elegível
RA-990,1,1,-1,Com defasagem,8.0,7.5,9.502,7.51,8.4375,8.336666667,7.812283333400001,Ametista,0.5969989198913067,571,45.92,104,44.32,Reduzida,Atenção atual,False,False,Elegível
RA-1058,1,1,-1,Com defasagem,7.75,8.095238095,9.168,6.88,8.125,8.085,7.703347619,Ametista,0.5954874719514549,572,45.83,105,43.78,Reduzida,Atenção atual,False,False,Elegível
RA-599,3,2,1,Sem defasagem,7.666666666666667,8.607843137333333,10.002,9.375,7.083333333,7.28,8.3569352941,Topázio,0.5939414441874313,573,45.73,140,34.12,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1605,5,0,-1,Com defasagem,2.5,5.0694444443333335,0.0,7.51,7.5,7.028,4.920488888866667,Quartzo,0.5938530044295176,574,45.64,16,85.0,Alta,Crítico persistente,False,False,Elegível
RA-1044,2,1,0,Sem defasagem,7.0,9.523809524,7.502,7.51,7.1875,7.21,7.966711904800001,Ametista,0.5929958066607877,575,45.54,121,35.14,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1429,1,0,-1,Com defasagem,7.75,8.888888889,9.502,7.51,8.958333333,8.085,8.041811111100001,Topázio,0.5917877388347901,576,45.45,106,43.24,Reduzida,Atenção atual,False,False,Elegível
RA-884,0,1,-1,Com defasagem,8.75,8.818181818,10.002,6.26,7.5,8.223333333,8.0345030302,Topázio,0.5916670204289612,577,45.35,164,16.84,Reduzida,Atenção atual,False,False,Elegível
RA-1334,0,0,-1,Com defasagem,9.0,10.0,10.002,5.625,9.375,7.75,8.350200000000001,Topázio,0.5906622239732722,578,45.26,165,16.33,Reduzida,Atenção atual,False,False,Elegível
RA-1600,5,0,-2,Com defasagem,5.666666666666667,8.425925926,8.751,6.26,7.25,6.03,6.750618518533334,Ágata,0.5904938865348472,579,45.16,17,84.0,Alta,Crítico persistente,False,False,Elegível
RA-1466,2,0,0,Sem defasagem,7.5,7.380952381,10.002,7.51,8.75,8.056666667,8.213723809600001,Topázio,0.5883660547308142,580,45.07,122,34.59,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1465,2,0,-1,Com defasagem,5.75,8.75,7.418,7.51,8.75,7.833333333,7.3344666666,Ametista,0.5879460908188796,581,44.97,123,34.05,Reduzida,Atenção atual,False,False,Elegível
RA-954,1,1,0,Sem defasagem,7.75,8.8833992095,9.502,6.26,8.125,7.835,8.2823798419,Topázio,0.5872345804488417,582,44.88,107,42.7,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-642,3,3,0,Sem defasagem,4.0,9.149206349333332,9.585,3.76,7.1875,6.9975,7.082591269866667,Ametista,0.5867269851213202,583,44.78,141,33.65,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1430,1,0,-1,Com defasagem,6.25,10.0,8.502,7.51,8.958333333,8.085,7.864033333300001,Ametista,0.5865492824943602,584,44.69,108,42.16,Reduzida,Atenção atual,False,False,Elegível
RA-941,0,1,-1,Com defasagem,8.75,9.25,8.002,5.01,8.125,7.665,7.746700000000001,Ametista,0.5862588103934064,585,44.59,166,15.82,Reduzida,Atenção atual,False,False,Elegível
RA-404,3,3,0,Sem defasagem,5.666666666666667,6.286274509666666,8.334,2.51,7.5,6.998,6.624588235266668,Ágata,0.5853254407585912,586,44.5,142,33.18,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1453,2,3,-1,Com defasagem,6.5,7.8214285715,8.502,6.25,7.5,7.67,7.1234857143,Ametista,0.5852112027567549,587,44.4,124,33.51,Reduzida,Atenção atual,False,False,Elegível
RA-1608,5,0,0,Sem defasagem,5.0,7.199074074333335,8.751,7.51,6.40625,6.83,7.072539814866667,Ametista,0.585120354851745,588,44.31,18,83.0,Alta,Risco oculto,True,True,Elegível
RA-1306,0,0,-1,Com defasagem,9.75,10.0,9.002,8.135,7.5,7.946666667,8.503033333400001,Topázio,0.5844944720105781,589,44.21,167,15.31,Reduzida,Atenção atual,False,False,Elegível
RA-984,1,1,0,Sem defasagem,7.0,9.761904762,9.502,7.51,8.125,8.045,8.475080952400003,Topázio,0.5833876923329876,590,44.12,109,41.62,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-363,3,2,0,Sem defasagem,5.333333333333333,9.523809524,9.585,5.625,7.34375,6.955,7.617803571466666,Ametista,0.5830511110556549,591,44.02,143,32.7,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1565,4,0,-1,Com defasagem,5.5,8.102240896333333,0.0,7.51,6.375,6.0375,5.816448179266667,Quartzo,0.5827848073519619,592,43.93,24,80.0,Alta,Crítico persistente,False,False,Elegível
RA-336,4,3,0,Sem defasagem,5.833333333333333,5.512100409000001,7.5,6.26,7.5,7.196,6.834286748466667,Ágata,0.5826199062537853,593,43.83,25,79.13,Alta,Risco oculto,True,False,Elegível
RA-1325,0,0,0,Sem defasagem,10.0,9.5227272725,9.002,7.51,8.4375,7.915,8.9824954545,Topázio,0.581916787588161,594,43.74,168,14.8,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1067,1,1,-1,Com defasagem,6.75,8.333333332999999,10.002,7.51,8.541666667,8.59,7.840033333300001,Ametista,0.5816746869848688,595,43.64,110,41.08,Reduzida,Atenção atual,False,False,Elegível
RA-1395,1,0,0,Sem defasagem,7.75,10.0,9.502,7.51,7.8125,7.836666667,8.5997833334,Topázio,0.581029613816522,596,43.55,111,40.54,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-873,1,1,-2,Com defasagem,6.75,10.0,8.002,6.88,7.1875,7.77,7.61095,Ametista,0.5801903994366262,597,43.45,112,40.0,Reduzida,Atenção atual,False,False,Elegível
RA-896,1,1,0,Sem defasagem,6.5,9.7727272725,8.502,7.51,8.125,8.085,8.2852454545,Topázio,0.5792962545430058,598,43.36,113,39.46,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1402,1,0,0,Sem defasagem,7.25,9.5454545455,10.002,7.51,8.4375,8.17,8.588040909100002,Topázio,0.5792830815506699,599,43.26,114,38.92,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1281,0,0,-1,Com defasagem,9.25,9.5454545455,7.918,6.26,7.5,7.78,7.982890909100001,Ametista,0.5766548246210699,600,43.17,169,14.29,Reduzida,Atenção atual,False,False,Elegível
RA-1021,1,1,-1,Com defasagem,8.0,9.318181818,9.502,7.51,8.4375,7.95,8.0985863636,Topázio,0.5763546426456161,601,43.07,115,38.38,Reduzida,Atenção atual,False,False,Elegível
RA-886,0,1,-1,Com defasagem,8.75,10.0,9.502,8.13,7.5,8.28,8.419200000000002,Topázio,0.5761659695972235,602,42.98,170,13.78,Reduzida,Atenção atual,False,False,Elegível
RA-1022,1,1,-1,Com defasagem,6.5,9.318181818,9.502,6.26,7.5,8.116666667,7.613169697000002,Ametista,0.5760559962046407,603,42.88,116,37.84,Reduzida,Atenção atual,False,False,Elegível
RA-1522,3,0,0,Sem defasagem,7.0,10.0,8.751,9.38,6.875,7.1275,8.3261,Topázio,0.5749049443691182,604,42.79,144,32.23,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1036,2,1,0,Sem defasagem,7.0,9.0890269155,10.002,7.51,7.65625,7.7475,8.2841303831,Topázio,0.5742570630960041,605,42.69,125,32.97,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1290,0,0,-1,Com defasagem,8.75,10.0,10.002,7.51,7.5,8.28,8.407200000000001,Topázio,0.5740371194140583,606,42.6,171,13.27,Reduzida,Atenção atual,False,False,Elegível
RA-1122,3,1,1,Sem defasagem,5.333333333333333,9.861111111,8.751,7.51,7.083333333,7.22,7.817322222166666,Ametista,0.5740365485648834,607,42.5,145,31.75,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-840,1,2,0,Sem defasagem,8.0,9.337121212,9.502,7.51,8.333333333,7.946666667,8.5912909091,Topázio,0.5690066559656384,608,42.41,117,37.3,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-985,1,1,0,Sem defasagem,7.5,10.0,8.502,6.26,7.5,7.585,8.2432,Topázio,0.5686429289967588,609,42.31,118,36.76,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1437,1,0,-1,Com defasagem,8.0,9.347826087,8.502,7.51,8.28125,7.92,7.982890217400001,Ametista,0.5684947517843041,610,42.22,119,36.22,Reduzida,Atenção atual,False,False,Elegível
RA-424,4,2,0,Sem defasagem,3.333333333333333,9.616228070333332,8.334,7.51,7.34375,7.1625,7.341187280733334,Ametista,0.5679574395496786,611,42.13,26,78.26,Alta,Risco oculto,True,True,Elegível
RA-1620,5,0,-1,Com defasagem,5.166666666666667,6.666666666666667,8.751,7.51,7.5,7.05,6.652766666666667,Ágata,0.5676487882163354,612,42.03,19,82.0,Alta,Crítico persistente,False,False,Elegível
RA-536,3,3,1,Sem defasagem,5.5,9.109090909,8.334,8.135,7.1875,7.415,7.7704681818,Ametista,0.5669929372350971,613,41.94,146,31.28,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1454,2,1,0,Sem defasagem,7.75,5.880952381,8.002,7.51,7.708333333,8.28,7.7042238095,Ametista,0.5666272519581039,614,41.84,126,32.43,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1553,3,0,0,Sem defasagem,4.333333333333333,9.003921568666668,8.334,7.51,8.333333333,7.78,7.641184313700001,Ametista,0.5660213915474571,615,41.75,147,30.81,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1592,4,0,-1,Com defasagem,5.5,6.854727398333334,7.917,7.51,8.125,7.432,6.812545479666667,Ágata,0.5652725671008832,616,41.65,27,77.39,Alta,Crítico persistente,False,False,Elegível
RA-1428,1,0,-1,Com defasagem,8.0,8.8562091505,8.502,7.51,9.166666667,8.085,8.006108496800001,Topázio,0.5646816161255209,617,41.56,120,35.68,Reduzida,Atenção atual,False,False,Elegível
RA-521,2,2,0,Sem defasagem,6.25,9.0357142855,8.002,5.005,6.666666667,7.276666667,7.479842857199999,Ametista,0.5640391524519713,618,41.46,127,31.89,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-832,2,2,0,Sem defasagem,8.0,8.695652174,9.002,7.51,7.5,7.5,8.2403304348,Topázio,0.563458491300941,619,41.37,128,31.35,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1296,0,0,-1,Com defasagem,6.5,8.4444444445,9.002,2.51,7.5,8.336666667,7.0574222223000005,Ametista,0.5628419017060264,620,41.27,172,12.76,Reduzida,Atenção atual,False,False,Elegível
RA-1404,1,0,0,Sem defasagem,7.5,9.090909091,8.502,7.51,8.4375,8.17,8.3971318182,Topázio,0.5617730460840938,621,41.18,121,35.14,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1293,0,0,-1,Com defasagem,8.5,9.4949494945,8.002,7.51,6.875,8.336666667,8.005023232300001,Topázio,0.5616568685484139,622,41.08,173,12.24,Reduzida,Atenção atual,False,False,Elegível
RA-1280,0,0,-1,Com defasagem,8.5,9.5454545455,10.002,6.26,7.5,8.336666667,8.152624242500002,Topázio,0.5590200781429542,623,40.99,174,11.73,Reduzida,Atenção atual,False,False,Elegível
RA-702,0,2,-2,Com defasagem,9.25,9.75,9.002,2.51,7.8125,7.163333333,7.665116666600001,Ametista,0.5589105963829694,624,40.89,175,11.22,Reduzida,Atenção atual,False,False,Elegível
RA-305,4,3,-1,Com defasagem,4.833333333333333,7.898550724666666,8.334,6.26,7.8125,7.03,6.693026811600001,Ágata,0.5588635734641574,625,40.8,28,76.52,Alta,Crítico persistente,False,False,Elegível
RA-850,1,2,-1,Com defasagem,7.75,9.2727272725,10.002,6.255,7.5,7.92,7.864245454500001,Ametista,0.5585470607871957,626,40.7,122,34.59,Reduzida,Atenção atual,False,False,Elegível
RA-1048,2,1,0,Sem defasagem,6.25,6.833333333500001,8.502,6.255,7.708333333,8.283333333,7.5198666666,Ametista,0.5582196450656551,627,40.61,129,30.81,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1469,2,0,-1,Com defasagem,4.75,9.4444444445,8.502,7.51,8.75,8.223333333,7.459755555500001,Ametista,0.5575596051223508,628,40.51,130,30.27,Reduzida,Atenção atual,False,False,Elegível
RA-955,1,1,-1,Com defasagem,5.75,6.904761905,0.0,7.51,8.125,8.255,6.245452381,Ágata,0.5569703802536944,629,40.42,123,34.05,Reduzida,Atenção atual,False,False,Elegível
RA-1589,4,0,-1,Com defasagem,2.5,6.259259259333334,0.0,7.51,7.5,7.54,5.260851851866667,Quartzo,0.5556487674040054,630,40.32,29,75.65,Alta,Crítico persistente,False,False,Elegível
RA-178,5,3,0,Sem defasagem,4.166666666666667,8.739177489333334,9.585,6.26,7.625,6.53,7.234168831200001,Ametista,0.5551925989781946,631,40.23,20,81.0,Alta,Risco oculto,True,True,Elegível
RA-988,1,1,-1,Com defasagem,7.75,10.0,9.502,7.51,8.333333333,7.96,8.1765333333,Topázio,0.5546924568692992,632,40.13,124,33.51,Reduzida,Atenção atual,False,False,Elegível
RA-1001,1,1,-1,Com defasagem,7.75,9.347826087,7.502,7.51,7.916666667,7.92,7.7964318841,Ametista,0.5535648589633416,633,40.04,125,32.97,Reduzida,Atenção atual,False,False,Elegível
RA-686,2,2,0,Sem defasagem,7.25,8.7857142855,8.002,6.885,8.4375,7.503333333,8.040259523700001,Topázio,0.5534576683645488,634,39.94,131,29.73,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1333,0,0,-1,Com defasagem,9.25,10.0,7.502,6.255,9.375,7.75,8.213199999999999,Topázio,0.5532086008910939,635,39.85,176,10.71,Reduzida,Atenção atual,False,False,Elegível
RA-1119,3,1,-1,Com defasagem,5.666666666666667,8.716666666666667,9.585,7.51,7.625,7.698,7.388266666666667,Ametista,0.5517310778392016,636,39.75,148,30.33,Reduzida,Atenção atual,False,False,Elegível
RA-757,1,2,-1,Com defasagem,7.0,9.285714286,9.502,7.51,8.125,8.34,7.938842857200001,Ametista,0.551503839689731,637,39.66,126,32.43,Reduzida,Atenção atual,False,False,Elegível
RA-1536,3,0,-1,Com defasagem,7.0,8.722222222333334,9.168,8.135,7.875,7.4575,7.653744444466668,Ametista,0.5512454625238404,638,39.56,149,29.86,Reduzida,Atenção atual,False,False,Elegível
RA-1154,3,1,-1,Com defasagem,8.0,9.2,7.917,7.51,7.34375,6.745,7.566075,Ametista,0.5511426335619269,639,39.47,150,29.38,Reduzida,Atenção atual,False,False,Elegível
RA-693,1,2,0,Sem defasagem,8.0,9.5227272725,10.002,9.38,7.8125,8.42,8.9079954545,Topázio,0.5509642594715793,640,39.37,127,31.89,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1588,4,0,0,Sem defasagem,4.0,8.640618640666666,7.917,7.51,7.5,7.415,7.303823728133333,Ametista,0.5506265319029635,641,39.28,30,74.78,Moderada,Estável / menor prioridade,False,False,Elegível
RA-885,0,1,-1,Com defasagem,8.5,10.0,8.502,7.51,7.5,8.28,8.2072,Topázio,0.5499445975795286,642,39.18,177,10.2,Reduzida,Atenção atual,False,False,Elegível
RA-1406,1,0,-1,Com defasagem,7.5,8.8636363635,8.002,7.51,8.4375,8.255,7.8186772727,Ametista,0.5494263507501691,643,39.09,128,31.35,Reduzida,Atenção atual,False,False,Elegível
RA-1397,1,0,-1,Com defasagem,7.0,10.0,9.002,6.26,8.125,7.946666667,7.8280333334,Ametista,0.5490510372541302,644,38.99,129,30.81,Reduzida,Atenção atual,False,False,Elegível
RA-1000,1,1,0,Sem defasagem,7.75,9.5454545455,9.002,6.26,8.125,7.835,8.364790909100002,Topázio,0.548467041954295,645,38.9,130,30.27,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-158,5,3,0,Sem defasagem,4.0,7.796296296333334,8.334,6.26,6.875,6.745,6.855159259266667,Ágata,0.5477926041895997,646,38.8,21,80.0,Alta,Risco oculto,True,False,Elegível
RA-357,3,2,-1,Com defasagem,7.666666666666667,9.028180354333331,8.751,8.135,7.875,7.0825,7.731569404200001,Ametista,0.5466013302057486,647,38.71,151,28.91,Reduzida,Atenção atual,False,False,Elegível
RA-1028,1,1,-2,Com defasagem,7.5,7.055335968,8.002,5.63,6.875,8.393333333,7.1404338602,Ametista,0.546103288083095,648,38.61,131,29.73,Reduzida,Atenção atual,False,False,Elegível
RA-1315,0,0,0,Sem defasagem,9.0,8.3333333335,6.834,7.51,7.5,8.5,8.3510666667,Topázio,0.5457236193211367,649,38.52,178,9.69,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-509,3,3,0,Sem defasagem,6.0,6.363636363666667,9.168,2.51,8.28125,7.2475,6.918152272733334,Ágata,0.5440843559650451,650,38.43,152,28.44,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1032,1,1,-1,Com defasagem,8.0,9.75,8.502,7.51,7.8125,7.92,8.01645,Topázio,0.5432999058200132,651,38.33,132,29.19,Reduzida,Atenção atual,False,False,Elegível
RA-1526,3,0,0,Sem defasagem,3.75,10.0,9.168,8.75,8.125,8.1275,7.9798,Ametista,0.5431919469870768,652,38.24,153,27.96,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-1391,0,0,0,Sem defasagem,10.0,9.2916666665,8.502,7.51,7.5,8.17,8.8435333333,Topázio,0.543120873119092,653,38.14,179,9.18,Reduzida,Estável / menor prioridade,False,False,Elegível
RA-767,1,3,-2,Com defasagem,8.25,9.0476190475,9.502,7.51,8.541666667,8.085,8.131890476200002,Topázio,0.5426706364115439,654,38.05,133,28.65,Reduzida,Atenção atual,False,False,Elegível
RA-249,4,3,-2,Com defasagem,5.0,6.645021645,7.083,5.0,6.75,7.064,6.125104328999999,Ágata,0.5424423741144354,655,37.95,31,73.91,Moderada,Atenção atual,False,False,Elegível
