RA,FASE_NUM,TEMPO_PROGRAMA,IDA,IEG,IAA_MODELO,IPS,IPV,PROB_RISCO_2025,RANK_RISCO_2025,PERCENTIL_RISCO_2025,RANK_RISCO_FASE_2025,PERCENTIL_RISCO_FASE_2025,PRIORIDADE_2025,STATUS_MODELO,MOTIVO_NAO_ELEGIBILIDADE
RA-1293,0,0,8.5,9.4949494945,8.002,7.51,8.336666667,0.5616568685484139,622,41.08,173,12.24,Reduzida,Elegível,
RA-1280,0,0,8.5,9.5454545455,10.002,6.26,8.336666667,0.5590200781429542,623,40.99,174,11.73,Reduzida,Elegível,
RA-702,0,2,9.25,9.75,9.002,2.51,7.163333333,0.5589105963829694,624,40.89,175,11.22,Reduzida,Elegível,
RA-305,4,3,4.833333333333333,7.898550724666666,8.334,6.26,7.03,0.5588635734641574,625,40.8,28,76.52,Alta,Elegível,
RA-850,1,2,7.75,9.2727272725,10.002,6.255,7.92,0.5585470607871957,626,40.7,122,34.59,Reduzida,Elegível,
RA-1048,2,1,6.25,6.833333333500001,8.502,6.255,8.283333333,0.5582196450656551,627,40.61,129,30.81,Reduzida,Elegível,
RA-1469,2,0,4.75,9.4444444445,8.502,7.51,8.223333333,0.5575596051223508,628,40.51,130,30.27,Reduzida,Elegível,
RA-955,1,1,5.75,6.904761905,0.0,7.51,8.255,0.5569703802536944,629,40.42,123,34.05,Reduzida,Elegível,
RA-1589,4,0,2.5,6.259259259333334,0.0,7.51,7.54,0.5556487674040054,630,40.32,29,75.65,Alta,Elegível,
RA-178,5,3,4.166666666666667,8.739177489333334,9.585,6.26,6.53,0.5551925989781946,631,40.23,20,81.0,Alta,Elegível,
RA-988,1,1,7.75,10.0,9.502,7.51,7.96,0.5546924568692992,632,40.13,124,33.51,Reduzida,Elegível,
RA-1001,1,1,7.75,9.347826087,7.502,7.51,7.92,0.5535648589633416,633,40.04,125,32.97,Reduzida,Elegível,
RA-686,2,2,7.25,8.7857142855,8.002,6.885,7.503333333,0.5534576683645488,634,39.94,131,29.73,Reduzida,Elegível,
RA-1333,0,0,9.25,10.0,7.502,6.255,7.75,0.5532086008910939,635,39.85,176,10.71,Reduzida,Elegível,
RA-1119,3,1,5.666666666666667,8.716666666666667,9.585,7.51,7.698,0.5517310778392016,636,39.75,148,30.33,Reduzida,Elegível,
RA-757,1,2,7.0,9.285714286,9.502,7.51,8.34,0.551503839689731,637,39.66,126,32.43,Reduzida,Elegível,
RA-1536,3,0,7.0,8.722222222333334,9.168,8.135,7.4575,0.5512454625238404,638,39.56,149,29.86,Reduzida,Elegível,
RA-1154,3,1,8.0,9.2,7.917,7.51,6.745,0.5511426335619269,639,39.47,150,29.38,Reduzida,Elegível,
RA-693,1,2,8.0,9.5227272725,10.002,9.38,8.42,0.5509642594715793,640,39.37,127,31.89,Reduzida,Elegível,
RA-1588,4,0,4.0,8.640618640666666,7.917,7.51,7.415,0.5506265319029635,641,39.28,30,74.78,Moderada,Elegível,
RA-885,0,1,8.5,10.0,8.502,7.51,8.28,0.5499445975795286,642,39.18,177,10.2,Reduzida,Elegível,
RA-1406,1,0,7.5,8.8636363635,8.002,7.51,8.255,0.5494263507501691,643,39.09,128,31.35,Reduzida,Elegível,
RA-1397,1,0,7.0,10.0,9.002,6.26,7.946666667,0.5490510372541302,644,38.99,129,30.81,Reduzida,Elegível,
RA-1000,1,1,7.75,9.5454545455,9.002,6.26,7.835,0.548467041954295,645,38.9,130,30.27,Reduzida,Elegível,
RA-158,5,3,4.0,7.796296296333334,8.334,6.26,6.745,0.5477926041895997,646,38.8,21,80.0,Alta,Elegível,
RA-357,3,2,7.666666666666667,9.028180354333331,8.751,8.135,7.0825,0.5466013302057486,647,38.71,151,28.91,Reduzida,Elegível,
RA-1028,1,1,7.5,7.055335968,8.002,5.63,8.393333333,0.546103288083095,648,38.61,131,29.73,Reduzida,Elegível,
RA-1315,0,0,9.0,8.3333333335,6.834,7.51,8.5,0.5457236193211367,649,38.52,178,9.69,Reduzida,Elegível,
RA-509,3,3,6.0,6.363636363666667,9.168,2.51,7.2475,0.5440843559650451,650,38.43,152,28.44,Reduzida,Elegível,
RA-1032,1,1,8.0,9.75,8.502,7.51,7.92,0.5432999058200132,651,38.33,132,29.19,Reduzida,Elegível,
RA-1526,3,0,3.75,10.0,9.168,8.75,8.1275,0.5431919469870768,652,38.24,153,27.96,Reduzida,Elegível,
RA-1391,0,0,10.0,9.2916666665,8.502,7.51,8.17,0.543120873119092,653,38.14,179,9.18,Reduzida,Elegível,
RA-767,1,3,8.25,9.0476190475,9.502,7.51,8.085,0.5426706364115439,654,38.05,133,28.65,Reduzida,Elegível,
RA-249,4,3,5.0,6.645021645,7.083,5.0,7.064,0.5424423741144354,655,37.95,31,73.91,Moderada,Elegível,
RA-727,1,2,8.5,8.4848484845,10.002,6.26,8.056666667,0.5410708094073122,656,37.86,134,28.11,Reduzida,Elegível,
RA-888,0,1,8.5,10.0,9.002,6.88,8.28,0.5403702500767326,657,37.76,180,8.67,Reduzida,Elegível,
RA-899,1,1,8.25,9.1007905135,10.002,5.635,7.893333333,0.5380407699514961,658,37.67,135,27.57,Reduzida,Elegível,
RA-1586,4,0,5.666666666666667,6.128654970666666,10.002,5.01,7.54,0.537946500821449,659,37.57,32,73.04,Moderada,Elegível,
RA-895,0,1,9.5,9.5454545455,9.502,6.26,8.113333333,0.5357475938728364,660,37.48,181,8.16,Reduzida,Elegível,
RA-580,2,3,9.25,8.871635610999999,9.002,7.51,7.2475,0.5355432057529159,661,37.38,132,29.19,Reduzida,Elegível,
RA-764,2,2,6.0,7.8804347825,8.002,7.51,8.336666667,0.5341148207070775,662,37.29,133,28.65,Reduzida,Elegível,
RA-922,1,1,7.75,9.5227272725,9.002,7.51,8.17,0.5338325533709416,663,37.19,136,27.03,Reduzida,Elegível,
RA-748,1,3,7.75,10.0,9.502,7.51,8.005,0.5333393825279416,664,37.1,137,26.49,Reduzida,Elegível,
RA-409,3,2,7.166666666666667,9.231481481333333,9.585,7.51,7.223333333,0.5329843268879241,665,37.0,154,27.49,Reduzida,Elegível,
RA-780,1,2,6.0,10.0,9.502,5.63,8.17,0.5321595715334051,666,36.91,138,25.95,Reduzida,Elegível,
RA-1399,1,0,6.0,9.7727272725,9.002,5.005,8.166666667,0.5292810390948067,667,36.81,139,25.41,Reduzida,Elegível,
RA-1361,0,0,10.0,9.375,9.502,5.635,8.0,0.528674470351485,668,36.72,182,7.65,Reduzida,Elegível,
RA-963,1,1,7.5,9.761904762,7.502,7.51,8.045,0.5255820629349071,669,36.62,140,24.86,Reduzida,Elegível,
RA-1539,3,0,6.833333333333333,9.027777777666666,6.667,6.885,7.056666667,0.5242353078616012,670,36.53,155,27.01,Reduzida,Elegível,
RA-116,5,3,4.5,7.535353535666666,8.334,5.635,6.73,0.5220971850991225,671,36.43,22,79.0,Alta,Elegível,
RA-753,1,2,8.5,9.047619048,10.002,7.51,8.255,0.5214971611588586,672,36.34,141,24.32,Reduzida,Elegível,
RA-788,2,3,5.75,9.519450801,8.418,6.26,7.783333333,0.5212023488747469,673,36.24,134,28.11,Reduzida,Elegível,
RA-1165,3,1,8.0,6.829721362333333,8.751,8.135,7.83,0.5208013194914849,674,36.15,156,26.54,Reduzida,Elegível,
RA-1405,1,0,8.75,8.6363636365,8.002,7.51,8.17,0.5202410430376472,675,36.05,142,23.78,Reduzida,Elegível,
RA-653,3,2,5.166666666666667,9.537254902,8.751,8.76,7.89,0.5200896764163846,676,35.96,157,26.07,Reduzida,Elegível,
RA-860,1,2,8.5,9.7916666665,9.002,7.51,7.946666667,0.5180888590670374,677,35.86,143,23.24,Reduzida,Elegível,
RA-632,3,2,4.166666666666667,8.999164578333334,7.917,6.875,7.875,0.5173337656343727,678,35.77,158,25.59,Reduzida,Elegível,
RA-1062,1,1,7.25,9.047619048,8.002,5.63,8.085,0.5151627719790207,679,35.67,144,22.7,Reduzida,Elegível,
RA-1075,2,1,6.0,8.5154061625,7.5,3.755,7.553333333,0.5148432550197136,680,35.58,135,27.57,Reduzida,Elegível,
RA-655,3,3,6.833333333333333,10.0,7.501,8.76,7.166666667,0.5128421444917898,681,35.48,159,25.12,Reduzida,Elegível,
RA-403,3,3,7.666666666666667,7.361111111,8.751,7.51,7.613333333,0.512149479182371,682,35.39,160,24.64,Reduzida,Elegível,
RA-377,4,3,5.166666666666667,7.698412698333333,9.168,7.51,7.634,0.5109437435701496,683,35.29,33,72.17,Moderada,Elegível,
RA-808,1,2,8.75,10.0,9.002,7.51,7.88,0.508570849249493,684,35.2,145,22.16,Reduzida,Elegível,
RA-831,1,2,7.75,9.523809524,10.002,6.26,8.17,0.5076544086906161,685,35.1,146,21.62,Reduzida,Elegível,
RA-837,2,2,6.75,9.7826086955,7.502,6.885,7.5825,0.5075520211980926,686,35.01,136,27.03,Reduzida,Elegível,
RA-1287,0,0,7.75,9.3064182195,10.002,2.51,8.223333333,0.5073043250298778,687,34.91,183,7.14,Reduzida,Elegível,
RA-740,1,2,8.0,9.555335968,9.002,7.51,8.223333333,0.5060679049180477,688,34.82,147,21.08,Reduzida,Elegível,
RA-1018,1,1,8.25,7.727272727,8.502,6.26,8.45,0.5028832432583795,689,34.72,148,20.54,Reduzida,Elegível,
RA-855,2,2,8.5,10.0,9.002,7.51,7.386666667,0.5010720622939488,690,34.63,137,26.49,Reduzida,Elegível,
RA-367,4,3,5.0,7.268170426,9.168,6.26,7.6275,0.5010687009693595,691,34.54,34,71.3,Moderada,Elegível,
RA-1295,0,0,7.5,9.5227272725,10.002,2.51,8.28,0.4990542080905401,692,34.44,184,6.63,Reduzida,Elegível,
RA-1390,0,0,8.25,9.7916666665,9.502,5.005,8.42,0.49832342053516243,693,34.35,185,6.12,Reduzida,Elegível,
RA-107,5,3,4.666666666666667,7.9949874686666655,7.5,7.51,6.964,0.4976549205530763,694,34.25,23,78.0,Alta,Elegível,
RA-137,5,3,6.833333333333333,7.582972583,9.585,5.005,6.276666667,0.49714808929094273,695,34.16,24,77.0,Alta,Elegível,
RA-1027,2,1,5.25,10.0,9.502,7.51,8.39,0.4960587011595311,696,34.06,138,25.95,Reduzida,Elegível,
RA-1555,3,0,3.0,10.0,8.334,6.255,8.056666667,0.49587798459492133,697,33.97,161,24.17,Reduzida,Elegível,
RA-442,4,2,5.0,5.9151960783333335,8.334,5.635,7.8775,0.49573958960054515,698,33.87,35,70.43,Moderada,Elegível,
RA-1403,1,0,8.75,9.3073593075,9.002,7.51,8.255,0.4947263532538513,699,33.78,149,20.0,Reduzida,Elegível,
RA-407,4,2,3.6666666666666665,7.614522417333333,8.334,6.26,7.875,0.4942489432386879,700,33.68,36,69.57,Moderada,Elegível,
RA-526,3,2,7.333333333333333,9.382456140333334,9.585,8.13,7.496666667,0.4941347713116748,701,33.59,162,23.7,Reduzida,Elegível,
RA-893,1,1,9.25,10.0,9.002,7.51,7.886666667,0.49338128833679223,702,33.49,150,19.46,Reduzida,Elegível,
RA-438,2,2,8.25,8.6630434785,9.168,7.51,7.915,0.49156649167931693,703,33.4,139,25.41,Reduzida,Elegível,
RA-889,0,1,9.75,9.2954545455,8.502,6.26,8.28,0.49135567502438515,704,33.3,186,5.61,Reduzida,Elegível,
RA-192,5,3,7.166666666666667,6.363636363666667,8.334,7.51,6.9,0.491303603509341,705,33.21,25,76.0,Alta,Elegível,
RA-646,3,3,6.166666666666667,9.266666666666667,10.002,7.51,7.7475,0.49105692079311997,706,33.11,163,23.22,Reduzida,Elegível,
RA-892,1,1,8.75,10.0,8.002,7.51,7.92,0.4907358531319295,707,33.02,151,18.92,Reduzida,Elegível,
RA-1456,2,0,7.75,9.511904762,9.502,7.51,7.946666667,0.4896718668737366,708,32.92,140,24.86,Reduzida,Elegível,
RA-1557,3,0,7.0,8.916666666666666,9.585,7.51,7.72,0.48965623635884664,709,32.83,164,22.75,Reduzida,Elegível,
RA-1618,5,0,6.333333333333333,7.908496732000001,8.334,7.51,6.83,0.4890226892080472,710,32.73,26,75.0,Alta,Elegível,
RA-1056,1,1,8.25,9.2857142855,8.502,7.51,8.335,0.487771986980588,711,32.64,152,18.38,Reduzida,Elegível,
RA-1625,6,0,4.333333333333333,7.112887113,7.5,7.51,6.896,0.48765410916747287,712,32.54,1,100.0,Muito alta,Elegível,
RA-657,3,3,7.5,9.6,8.751,6.885,7.056666667,0.48706215085922755,713,32.45,165,22.27,Reduzida,Elegível,
RA-364,3,3,7.5,9.526143791,8.751,7.51,7.2075,0.4852037827723117,714,32.35,166,21.8,Reduzida,Elegível,
RA-1127,3,1,5.833333333333333,10.0,9.168,7.51,7.67,0.4829774116577677,715,32.26,167,21.33,Reduzida,Elegível,
RA-1193,4,1,4.0,7.763157895,8.751,5.635,7.79,0.4829508625173009,716,32.16,37,68.7,Moderada,Elegível,
RA-1614,5,0,6.5,6.574494949666668,7.5,7.51,7.11,0.48259487255272254,717,32.07,27,74.0,Moderada,Elegível,
RA-1057,1,1,8.0,10.0,10.002,6.26,8.17,0.48246396358955784,718,31.97,153,17.84,Reduzida,Elegível,
RA-859,1,2,8.0,9.337121212,8.002,7.51,8.336666667,0.4793306219095769,719,31.88,154,17.3,Reduzida,Elegível,
RA-342,4,3,4.5,7.728174603333334,8.751,6.26,7.723333333,0.4783516521552303,720,31.78,38,67.83,Moderada,Elegível,
RA-1034,2,1,7.5,8.0833333335,7.502,7.51,8.223333333,0.47694953841581283,721,31.69,141,24.32,Reduzida,Elegível,
RA-630,2,2,5.75,8.4782608695,0.0,7.51,7.666666667,0.47528534375319514,722,31.59,142,23.78,Reduzida,Elegível,
RA-1162,4,1,5.666666666666667,9.135672514666666,7.917,6.26,7.0375,0.47261282978954255,723,31.5,39,66.96,Moderada,Elegível,
RA-1389,0,0,10.0,9.7916666665,9.002,6.88,8.42,0.470940843712869,724,31.4,187,5.1,Reduzida,Elegível,
RA-1102,3,1,9.333333333333334,9.390476190333333,8.751,8.13,7.07,0.46826305993920136,725,31.31,168,20.85,Reduzida,Elegível,
RA-900,1,1,8.5,9.318181818,9.002,8.13,8.563333333,0.4672655071280164,726,31.21,155,16.76,Reduzida,Elegível,
RA-1597,4,0,2.833333333333333,8.412698412666666,7.5,7.51,8.28,0.4652748431895368,727,31.12,40,66.09,Moderada,Elegível,
RA-1431,1,0,8.0,7.7432712215,9.002,7.51,9.09,0.46495287181860684,728,31.02,156,16.22,Reduzida,Elegível,
RA-164,5,3,5.666666666666667,8.084795321666666,9.585,6.26,6.886666667,0.46455524674828325,729,30.93,28,73.0,Moderada,Elegível,
RA-833,2,2,8.0,9.3271221535,9.002,7.51,7.946666667,0.4638459705849574,730,30.83,143,23.24,Reduzida,Elegível,
RA-687,2,2,7.25,9.2355889725,7.502,7.51,8.003333333,0.4629937682639913,731,30.74,144,22.7,Reduzida,Elegível,
RA-1581,4,0,6.333333333333333,7.834844760666667,8.334,6.26,7.386666667,0.4628627321435736,732,30.65,41,65.22,Moderada,Elegível,
RA-826,1,2,6.75,10.0,10.002,6.26,8.59,0.46164974507110984,733,30.55,157,15.68,Reduzida,Elegível,
RA-1484,2,0,7.0,10.0,9.002,6.26,7.89,0.4615139894656741,734,30.46,145,22.16,Reduzida,Elegível,
RA-562,3,3,7.833333333333333,9.833333333333334,8.334,8.135,7.25,0.46133625455616756,735,30.36,169,20.38,Reduzida,Elegível,
RA-761,2,2,7.25,8.8636363635,8.502,6.26,8.003333333,0.4609665218216584,736,30.27,146,21.62,Reduzida,Elegível,
RA-459,4,3,4.666666666666667,8.454106280333333,7.917,5.635,7.366,0.46081652563914793,737,30.17,42,64.35,Moderada,Elegível,
RA-1343,0,0,9.75,10.0,8.002,7.51,8.5,0.4597250244591367,738,30.08,188,4.59,Reduzida,Elegível,
RA-1198,5,1,3.5,9.458874459,8.751,7.51,7.332,0.45965901575079005,739,29.98,29,72.0,Moderada,Elegível,
RA-614,3,3,6.833333333333333,9.7,9.585,7.51,7.603333333,0.45819963733736496,740,29.89,170,19.91,Reduzida,Elegível,
RA-1508,2,0,9.25,7.2294372295,7.502,7.51,8.166666667,0.4576369966332928,741,29.79,147,21.08,Reduzida,Elegível,
RA-1525,3,0,7.0,8.293650793666666,7.917,5.63,7.553333333,0.4570619195194253,742,29.7,171,19.43,Reduzida,Elegível,
RA-1433,1,0,8.75,9.068322981,8.502,7.51,8.505,0.456563439467965,743,29.6,158,15.14,Reduzida,Elegível,
RA-1487,2,0,8.25,9.5652173915,10.002,6.26,7.833333333,0.4557990913658038,744,29.51,148,20.54,Reduzida,Elegível,
RA-113,5,3,6.666666666666667,7.063851181666667,8.751,7.51,7.106666667,0.4556017138029563,745,29.41,30,71.0,Moderada,Elegível,
RA-1438,1,0,7.0,9.0,10.002,7.51,9.175,0.45537449416145726,746,29.32,159,14.59,Reduzida,Elegível,
RA-943,1,1,8.0,10.0,10.002,7.51,8.59,0.45326931151955174,747,29.22,160,14.05,Reduzida,Elegível,
RA-325,3,2,7.0,9.866666666666667,9.168,7.51,7.553333333,0.4509329388695759,748,29.13,172,18.96,Reduzida,Elegível,
RA-810,1,3,9.0,9.4736842105,7.502,5.635,7.7525,0.4508322866775372,749,29.03,161,13.51,Reduzida,Elegível,
RA-1401,1,0,10.0,8.888888889,6.918,7.51,8.085,0.44900888329476757,750,28.94,162,12.97,Reduzida,Elegível,
RA-1030,2,1,8.0,8.28320802,7.418,4.385,7.61,0.4488181125727767,751,28.84,149,20.0,Reduzida,Elegível,
RA-1495,2,3,8.25,8.318181818,9.002,7.51,8.223333333,0.4480573756113857,752,28.75,150,19.46,Reduzida,Elegível,
RA-1142,3,1,8.5,9.133333333333333,8.334,7.51,7.335,0.4469635561977652,753,28.65,173,18.48,Reduzida,Elegível,
RA-1150,4,1,6.833333333333333,6.481481481666667,8.334,7.51,7.946666667,0.4446340115907555,754,28.56,43,63.48,Moderada,Elegível,
RA-1284,0,0,10.0,9.347826087,9.002,2.51,7.89,0.4443004663917553,755,28.46,189,4.08,Reduzida,Elegível,
RA-1169,4,1,6.833333333333333,8.444444444333334,6.25,5.635,6.8,0.44264853970898493,756,28.37,44,62.61,Moderada,Elegível,
RA-1619,5,0,4.25,9.259259259333334,7.501,7.51,7.205,0.4411283792084856,757,28.27,31,70.0,Moderada,Elegível,
RA-397,4,3,5.666666666666667,7.885292942666666,7.918,5.63,7.398,0.4391473765003723,758,28.18,45,61.74,Moderada,Elegível,
RA-1427,1,0,8.0,10.0,9.502,7.51,8.6675,0.43893987046673083,759,28.08,163,12.43,Reduzida,Elegível,
RA-563,3,3,8.333333333333334,9.461904762,9.168,8.135,7.468,0.43800336620377783,760,27.99,174,18.01,Reduzida,Elegível,
RA-40,7,3,5.333333333333333,7.211257310000001,7.083,8.13,6.276666667,0.4322929742940066,761,27.89,8,81.08,Alta,Elegível,
RA-827,2,2,7.25,9.7826086955,10.002,5.01,7.875,0.4301990783498669,762,27.8,151,18.92,Reduzida,Elegível,
RA-1573,4,0,5.0,6.120448179333334,9.168,6.26,8.556666667,0.42731975411631035,763,27.7,46,60.87,Moderada,Elegível,
RA-795,1,2,9.5,9.761904762,9.502,6.26,8.085,0.42699751715140194,764,27.61,164,11.89,Reduzida,Elegível,
RA-524,3,3,8.666666666666666,5.111779448666667,7.083,2.51,7.39,0.4266530741211238,765,27.51,175,17.54,Reduzida,Elegível,
RA-1616,5,0,6.166666666666667,8.436274509666667,8.334,7.51,7.12,0.4263499801562024,766,27.42,32,69.0,Moderada,Elegível,
RA-125,6,2,6.166666666666667,5.6428571430000005,8.334,7.51,7.232,0.4247951431286066,767,27.32,2,96.0,Muito alta,Elegível,
RA-601,1,3,8.75,10.0,9.502,7.505,8.425,0.42425791567521776,768,27.23,165,11.35,Reduzida,Elegível,
RA-1541,3,0,8.166666666666666,8.633333333333333,9.168,6.88,7.736,0.4241719888540966,769,27.13,176,17.06,Reduzida,Elegível,
RA-1419,1,0,7.5,10.0,8.502,7.51,8.783333333,0.423440790447334,770,27.04,166,10.81,Reduzida,Elegível,
RA-1452,2,0,7.75,10.0,9.002,7.51,8.17,0.42309661434989126,771,26.94,152,18.38,Reduzida,Elegível,
RA-819,2,2,9.0,7.784679089,10.002,7.51,8.503333333,0.4220580759265323,772,26.85,153,17.84,Reduzida,Elegível,
RA-1612,5,0,6.166666666666667,8.523809523666666,6.666,7.51,6.94,0.42012510404613657,773,26.76,33,68.0,Moderada,Elegível,
RA-1174,5,1,5.0,8.349567099333333,8.751,6.26,7.266,0.41984662598531525,774,26.66,34,67.0,Moderada,Elegível,
RA-1398,1,0,8.0,9.555335968,6.918,7.51,8.616666667,0.41957673331623707,775,26.57,167,10.27,Reduzida,Elegível,
RA-666,3,2,7.166666666666667,7.881527348,10.002,7.51,8.375,0.41946967443859823,776,26.47,177,16.59,Reduzida,Elegível,
RA-735,2,3,8.0,9.7826086955,8.002,6.255,7.705,0.4186674272929288,777,26.38,154,17.3,Reduzida,Elegível,
RA-894,1,1,9.5,10.0,10.002,7.51,8.42,0.417102702959017,778,26.28,168,9.73,Reduzida,Elegível,
RA-428,4,2,5.0,8.898245614,9.168,5.635,7.625,0.416262298331239,779,26.19,47,60.0,Moderada,Elegível,
RA-879,1,1,8.5,9.090909091,9.502,6.26,8.67,0.41443758039342177,780,26.09,169,9.19,Reduzida,Elegível,
RA-501,2,3,8.75,7.9949874685,7.002,7.51,8.17,0.4134266375779247,781,26.0,155,16.76,Reduzida,Elegível,
RA-1432,1,0,9.5,10.0,10.002,7.51,8.505,0.4109135697027772,782,25.9,170,8.65,Reduzida,Elegível,
RA-628,2,2,9.0,10.0,9.002,7.51,7.833333333,0.40956076802112157,783,25.81,156,16.22,Reduzida,Elegível,
RA-531,3,2,6.666666666666667,9.803921568666668,9.168,4.38,7.335,0.4094107520114754,784,25.71,178,16.11,Reduzida,Elegível,
RA-215,5,3,5.666666666666667,6.455627705333334,7.084,6.26,7.432,0.4063786846387027,785,25.62,35,66.0,Moderada,Elegível,
RA-737,2,2,9.25,8.6542443065,8.502,6.885,8.0,0.40572259942627154,786,25.52,157,15.68,Reduzida,Elegível,
RA-395,4,3,4.333333333333333,6.921693121666666,8.751,6.26,8.464,0.40529432046834146,787,25.43,48,59.13,Moderada,Elegível,
RA-1441,1,0,8.5,9.109730849,9.502,7.51,9.005,0.4052888480273541,788,25.33,171,8.11,Reduzida,Elegível,
RA-1414,1,0,8.5,9.2965367965,9.502,6.885,8.835,0.4050608285755608,789,25.24,172,7.57,Reduzida,Elegível,
RA-898,1,1,7.5,10.0,6.418,7.51,8.616666667,0.4045840955184547,790,25.14,173,7.03,Reduzida,Elegível,
RA-1596,4,0,3.333333333333333,10.0,8.751,7.51,8.226666667,0.4045128684043105,791,25.05,49,58.26,Moderada,Elegível,
RA-1558,4,0,5.5,8.705360238666666,9.168,8.755,8.302,0.4045069043910575,792,24.95,50,57.39,Moderada,Elegível,
RA-1285,0,0,8.0,8.830227742999998,10.002,2.51,8.946666667,0.4042460552550447,793,24.86,190,3.57,Reduzida,Elegível,
RA-1492,2,0,8.0,8.8141025645,8.002,7.51,8.45,0.403860793625831,794,24.76,158,15.14,Reduzida,Elegível,
RA-1019,1,1,8.75,9.3073593075,9.502,6.26,8.616666667,0.4028184976312653,795,24.67,174,6.49,Reduzida,Elegível,
RA-1133,3,1,4.5,9.841269841333334,9.168,8.75,8.83,0.4007437472361558,796,24.57,179,15.64,Reduzida,Elegível,
RA-411,4,3,4.833333333333333,9.148148148,7.083,5.635,7.4125,0.40037301584391244,797,24.48,51,56.52,Moderada,Elegível,
RA-1587,4,0,3.75,10.0,9.168,7.51,8.2075,0.3978578164485351,798,24.38,52,55.65,Moderada,Elegível,
RA-522,2,3,9.0,9.523809524,8.002,7.51,7.89,0.3969315948341852,799,24.29,159,14.59,Reduzida,Elegível,
RA-592,3,3,7.833333333333333,6.108152734666667,7.917,2.51,7.625,0.3957960601362478,800,24.19,180,15.17,Reduzida,Elegível,
RA-1628,6,0,5.833333333333333,8.509823509666667,8.334,7.51,6.798,0.3928749657865317,801,24.1,3,92.0,Muito alta,Elegível,
RA-1310,0,0,10.0,9.375,8.502,2.51,8.166666667,0.39117019486201493,802,24.0,191,3.06,Reduzida,Elegível,
RA-1300,0,0,9.0,8.75,8.502,2.51,8.613333333,0.3910734623415252,803,23.91,192,2.55,Reduzida,Elegível,
RA-503,3,3,7.666666666666667,9.824561403666666,9.585,7.51,7.7925,0.3886535980041043,804,23.81,181,14.69,Reduzida,Elegível,
RA-1467,2,0,9.25,9.022556391,9.002,7.51,8.28,0.3875771584209297,805,23.72,160,14.05,Reduzida,Elegível,
RA-251,5,3,4.5,8.612836439,8.751,5.63,7.326666667,0.38741389360160344,806,23.62,36,65.0,Moderada,Elegível,
RA-494,3,2,6.333333333333333,7.329323308333333,7.5,8.755,8.915,0.38625156769313906,807,23.53,182,14.22,Reduzida,Elegível,
RA-928,1,1,8.75,10.0,8.002,7.51,8.59,0.38595382104508297,808,23.43,175,5.95,Reduzida,Elegível,
RA-1052,1,1,8.25,9.128787879,5.834,6.26,8.4975,0.38382615348476967,809,23.34,176,5.41,Reduzida,Elegível,
RA-152,5,2,5.166666666666667,7.337719298333333,7.5,5.63,7.443333333,0.3827010626720145,810,23.24,37,64.0,Moderada,Elegível,
RA-432,4,3,5.5,10.0,7.501,6.26,7.2875,0.38064798045858067,811,23.15,53,54.78,Moderada,Elegível,
RA-1412,1,0,9.75,9.3073593075,10.002,7.51,8.835,0.38063070669799415,812,23.06,177,4.86,Reduzida,Elegível,
RA-318,5,3,4.666666666666667,9.129629629666669,7.917,7.51,7.443333333,0.3796531877557641,813,22.96,38,63.0,Moderada,Elegível,
RA-138,5,3,5.833333333333333,8.751803751666666,9.585,7.51,7.443333333,0.3783450721675798,814,22.87,39,62.0,Moderada,Elegível,
RA-271,5,2,7.333333333333333,8.958333333333334,9.168,6.26,6.7475,0.37776103511394554,815,22.77,40,61.0,Moderada,Elegível,
RA-161,5,3,4.0,7.965686274666666,8.751,6.26,7.836666667,0.3765356186735378,816,22.68,41,60.0,Moderada,Elegível,
RA-131,5,3,5.0,9.444444444666669,8.751,7.51,7.386666667,0.3759049554537123,817,22.58,42,59.0,Moderada,Elegível,
RA-359,4,3,5.5,7.162698412666667,9.168,6.26,8.333333333,0.374763779389728,818,22.49,54,53.91,Moderada,Elegível,
RA-1527,3,0,8.0,10.0,9.168,7.51,7.835,0.37428312053859725,819,22.39,183,13.74,Reduzida,Elegível,
RA-420,4,3,4.0,9.557894737,8.334,6.26,7.96,0.37348268530572365,820,22.3,55,53.04,Moderada,Elegível,
RA-1189,5,1,7.666666666666667,8.672360248333332,9.585,7.51,7.106666667,0.3722884258372364,821,22.2,43,58.0,Moderada,Elegível,
RA-1593,4,0,6.5,4.868875086666667,6.249,6.26,8.538,0.37151543527846,822,22.11,56,52.17,Moderada,Elegível,
RA-1511,2,0,8.75,9.3271221535,10.002,7.51,8.556666667,0.37056831972304183,823,22.01,161,13.51,Reduzida,Elegível,
RA-365,3,2,6.666666666666667,10.0,9.585,7.51,8.202,0.36655386605542656,824,21.92,184,13.27,Reduzida,Elegível,
RA-1472,2,2,8.75,10.0,8.502,7.51,8.1275,0.3663171987216392,825,21.82,162,12.97,Reduzida,Elegível,
RA-781,2,3,7.25,9.75,8.002,7.51,8.506666667,0.36480119188411103,826,21.73,163,12.43,Reduzida,Elegível,
RA-1575,4,0,5.333333333333333,8.624338624,9.168,6.885,8.28,0.36476576531716326,827,21.63,57,51.3,Moderada,Elegível,
RA-1012,0,1,9.75,9.523809524,9.502,2.51,8.443333333,0.36411461248839794,828,21.54,193,2.04,Reduzida,Elegível,
RA-315,4,2,6.833333333333333,5.918518518666667,0.0,7.51,7.6275,0.36216505647947256,829,21.44,58,50.43,Moderada,Elegível,
